batch_id,unique_authors,total_contribution,avg_contribution,max_contribution,avg_effort,importance,total_churn,total_files,start_ts,end_ts,commit_count,start_date,end_date,duration_hours
77,2,9.18,0.6557,0.7062,0.5385,1.1476,2022.0,99,1743465547,1743627670,14,2025-03-31,2025-04-02,45.03
33,6,7.2328,0.3807,0.6575,0.1897,1.4117,5593.0,102,1750718272,1751031911,19,2025-06-23,2025-06-27,87.12
43,6,7.0635,0.3364,0.5045,0.1729,1.1027,3682.0,146,1748977468,1749231171,21,2025-06-03,2025-06-06,70.47
47,6,6.9802,0.2792,0.4622,0.1354,1.3249,5657.0,138,1747520304,1747945103,25,2025-05-17,2025-05-22,118.0
42,10,6.4069,0.267,0.5824,0.029,1.3697,6866.0,169,1749232875,1749669864,24,2025-06-06,2025-06-11,121.39
41,6,6.3027,0.3707,0.7003,0.163,1.3694,12115.0,313,1749824704,1750277093,17,2025-06-13,2025-06-18,125.66
49,7,5.68,0.2582,0.4369,0.0728,1.2199,3598.26,117,1746754398,1747327878,22,2025-05-09,2025-05-15,159.3
15,4,4.7583,0.2266,0.4326,0.1197,1.2966,8743.0,818,1753258057,1753439550,21,2025-07-23,2025-07-25,50.41
4,6,3.6402,0.1583,0.2407,0.101,1.0015,4834.0,128,1754063365,1754506612,23,2025-08-01,2025-08-06,123.12
109,4,2.1677,0.2168,0.4106,0.0683,1.4622,6456.0,139,1740871608,1741185186,10,2025-03-01,2025-03-05,87.1
76,5,2.0307,0.1846,0.2901,0.1028,0.7431,2090.0,73,1743630278,1744149315,11,2025-04-02,2025-04-08,144.18
75,9,1.8933,0.0996,0.3155,-0.0875,1.1179,3807.0,89,1744177767,1744736536,19,2025-04-09,2025-04-15,155.21
120,3,1.7651,0.2522,0.3089,0.1522,1.2009,3522.0,103,1739733054,1739896641,7,2025-02-16,2025-02-18,45.44
44,9,1.5332,0.0958,0.3833,-0.1748,1.1269,2414.0,108,1748021162,1748974594,16,2025-05-23,2025-06-03,264.84
35,3,1.4645,0.1331,0.1831,0.2189,0.4352,1897.0,33,1750404386,1750693627,11,2025-06-20,2025-06-23,80.34
68,2,1.2605,0.1576,0.1801,0.3951,0.3794,1179.0,62,1745458042,1745515796,8,2025-04-24,2025-04-24,16.04
124,4,1.1405,0.1267,0.1901,0.1102,0.5284,1302.0,58,1739297683,1739391227,9,2025-02-11,2025-02-12,25.98
119,2,1.1109,0.2222,0.2777,0.2832,0.617,2082.0,78,1739896654,1739915762,5,2025-02-18,2025-02-18,5.31
27,2,1.0315,0.1289,0.1719,0.33,0.3096,1602.0,21,1751749301,1751902940,8,2025-07-05,2025-07-07,42.68
31,5,1.0097,0.0918,0.1904,0.017,0.6004,2047.0,54,1751208453,1751486866,11,2025-06-29,2025-07-02,77.34
5,4,0.949,0.073,0.1224,0.0563,0.658,2422.0,57,1753808783,1753972231,13,2025-07-29,2025-07-31,45.4
50,4,0.8786,0.1464,0.2368,0.0465,1.1053,3726.0,264,1746717496,1746751763,6,2025-05-08,2025-05-09,9.52
88,1,0.7668,0.3834,0.3834,0.629,0.6095,1946.0,79,1742786755,1742823111,2,2025-03-24,2025-03-24,10.1
60,3,0.7272,0.0661,0.2104,0.0622,0.8246,5020.0,57,1746123910,1746212685,11,2025-05-01,2025-05-02,24.66
63,1,0.7214,0.1804,0.1804,0.6214,0.2902,1771.0,15,1745948179,1745979437,4,2025-04-29,2025-04-30,8.68
121,2,0.7141,0.238,0.3571,0.2514,0.718,5208.0,41,1739542237,1739730224,3,2025-02-14,2025-02-16,52.22
82,6,0.7029,0.0541,0.1172,-0.0798,0.6583,2059.0,62,1742871647,1743013880,13,2025-03-25,2025-03-26,39.51
23,2,0.6992,0.2331,0.3496,0.2018,0.7991,2495.0,98,1751994149,1752017817,3,2025-07-08,2025-07-08,6.57
69,3,0.68,0.1133,0.34,0.0919,0.8019,6442.0,46,1745365454,1745457704,6,2025-04-22,2025-04-24,25.62
101,3,0.6498,0.0928,0.127,0.1002,0.6991,1683.0,74,1741913967,1741972580,7,2025-03-14,2025-03-14,16.28
125,3,0.6006,0.0751,0.3123,0.102,-0.5245,104.0,10,1738964066,1739220407,8,2025-02-07,2025-02-10,71.21
36,3,0.5976,0.0854,0.1494,0.0581,0.3802,1818.0,49,1750287387,1750403487,7,2025-06-18,2025-06-20,32.25
95,2,0.5341,0.178,0.3979,-0.1634,-1.0894,10.0,3,1742419483,1742431107,3,2025-03-19,2025-03-20,3.23
12,7,0.5161,0.0369,0.115,-0.112,0.9127,2802.0,88,1753453647,1753721683,14,2025-07-25,2025-07-28,74.45
91,1,0.5155,0.5155,0.5155,0.7673,0.6719,10873.0,36,1742770023,1742770023,1,2025-03-23,2025-03-23,0.0
115,2,0.5153,0.0736,0.0957,0.1846,0.3987,2237.0,23,1740505544,1740690091,7,2025-02-25,2025-02-27,51.26
116,3,0.4033,0.0807,0.1344,0.0765,0.5165,2324.0,38,1740476924,1740505518,5,2025-02-25,2025-02-25,7.94
78,3,0.391,0.0977,0.1175,-0.2462,-0.3971,79.0,6,1743197413,1743450797,4,2025-03-28,2025-03-31,70.38
57,4,0.3707,0.0927,0.1579,-0.298,-0.2749,293.0,13,1746231332,1746459459,4,2025-05-03,2025-05-05,63.37
19,5,0.3667,0.0407,0.1222,-0.0679,0.4989,1806.52,44,1752178617,1752684095,9,2025-07-10,2025-07-16,140.41
105,5,0.3429,0.0229,0.3429,-0.0408,1.2864,6931.0,93,1741748565,1741830186,15,2025-03-12,2025-03-13,22.67
46,2,0.3027,0.1514,0.3027,-0.1616,-0.8219,34.0,3,1747965759,1748009381,2,2025-05-23,2025-05-23,12.12
99,4,0.2961,0.0269,0.0558,-0.0056,0.6868,2305.0,45,1741976139,1742229987,11,2025-03-14,2025-03-17,70.51
126,3,0.2811,0.0937,0.196,-0.193,-0.4487,133.0,13,1738944749,1738962286,3,2025-02-07,2025-02-07,4.87
